Unnamed: 0,created_at,user_id,username,tweet,place,near,clean_tweet,tokens,lemma,lemma_sentence,pos_tag,lemma_sentence(with POS),sentiword_analysis,vader_score,textblob_polarity,senti_textblob,senti_wordnet,senti_vader
1197,2021-01-09,1322162148009791488,notthefirstdb,"@NaffDaff @RealJoelSmalley Pneumonia is a big complication of covid. Lots of covid deaths will be because of pneumonia. Remember: covid is the name of the disease you have; it’s the complications of the disease (pneumonia, inflammation of the heart) that kill you.",,London,pneumonia big complication lots deaths pneumonia remember name disease complications disease pneumonia inflammation heart kill,"['pneumonia', 'big', 'complication', 'lots', 'deaths', 'pneumonia', 'remember', 'name', 'disease', 'complications', 'disease', 'pneumonia', 'inflammation', 'heart', 'kill']","['pneumonia', 'big', 'complication', 'lot', 'death', 'pneumonia', 'remember', 'name', 'disease', 'complication', 'disease', 'pneumonia', 'inflammation', 'heart', 'kill']",pneumonia big complication lot death pneumonia remember name disease complication disease pneumonia inflammation heart kill,"[('pneumonia', 'n'), ('big', 'a'), ('complication', 'n'), ('lots', 'n'), ('deaths', 'n'), ('pneumonia', None), ('remember', 'n'), ('name', 'n'), ('disease', 'n'), ('complications', 'n'), ('disease', 'v'), ('pneumonia', 'a'), ('inflammation', 'n'), ('heart', 'n'), ('kill', 'n')]",  pneumonia big complication lot death pneumonia remember name disease complication disease pneumonia inflammation heart kill,-1.25,-0.6597,0.0,0,-1,-1
1198,2021-01-09,29810391,bokchoypapas,Just took a nasal covid test. That was strange,,London,took nasal test strange,"['took', 'nasal', 'test', 'strange']","['took', 'nasal', 'test', 'strange']",took nasal test strange,"[('took', 'v'), ('nasal', 'a'), ('test', 'n'), ('strange', 'n')]",  take nasal test strange,0.125,-0.2023,-0.05,-1,1,-1
1201,2021-01-09,254950896,mr_ml07,"I struggle to believe that 1 in 30 ppl in London have Covid. I don’t know why but I just find it hard to believe, not to mention that 60,000 new cases are being found DAILY.",,London,struggle believe not know find hard believe not mention new cases found daily,"['struggle', 'believe', 'not', 'know', 'find', 'hard', 'believe', 'not', 'mention', 'new', 'cases', 'found', 'daily']","['struggle', 'believe', 'not', 'know', 'find', 'hard', 'believe', 'not', 'mention', 'new', 'case', 'found', 'daily']",struggle believe not know find hard believe not mention new case found daily,"[('struggle', 'n'), ('believe', 'v'), ('not', 'r'), ('know', 'v'), ('find', 'r'), ('hard', 'a'), ('believe', 'v'), ('not', 'r'), ('mention', 'v'), ('new', 'a'), ('cases', 'n'), ('found', 'v'), ('daily', 'r')]",  struggle believe not know find hard believe not mention new case find daily,-1.75,-0.2509,-0.0517676767676767,-1,-1,-1
1202,2021-01-09,18900896,davelomax,"Whilst I have no desire whatsoever to defend the governments handling of the Covid crisis, it’s worth bearing in mind that surely one reason - alongside their swift and decisive action - Covid is so much lower in Australia is because it is summer there, right?",,London,whilst no desire whatsoever defend governments handling crisis worth bearing mind surely one reason alongside swift decisive action much lower australia summer right,"['whilst', 'no', 'desire', 'whatsoever', 'defend', 'governments', 'handling', 'crisis', 'worth', 'bearing', 'mind', 'surely', 'one', 'reason', 'alongside', 'swift', 'decisive', 'action', 'much', 'lower', 'australia', 'summer', 'right']","['whilst', 'no', 'desire', 'whatsoever', 'defend', 'government', 'handling', 'crisis', 'worth', 'bearing', 'mind', 'surely', 'one', 'reason', 'alongside', 'swift', 'decisive', 'action', 'much', 'lower', 'australia', 'summer', 'right']",whilst no desire whatsoever defend government handling crisis worth bearing mind surely one reason alongside swift decisive action much lower australia summer right,"[('whilst', 'n'), ('no', None), ('desire', 'n'), ('whatsoever', 'r'), ('defend', 'a'), ('governments', 'n'), ('handling', 'v'), ('crisis', 'n'), ('worth', 'n'), ('bearing', 'v'), ('mind', 'n'), ('surely', 'r'), ('one', None), ('reason', 'n'), ('alongside', None), ('swift', 'n'), ('decisive', 'a'), ('action', 'n'), ('much', 'r'), ('lower', 'a'), ('australia', 'n'), ('summer', 'n'), ('right', 'n')]",  whilst no desire whatsoever defend government handle crisis worth bear mind surely one reason alongside swift decisive action much low australia summer right,0.125,-0.2401,0.2371428571428571,1,1,-1
1206,2021-01-09,366152566,tianbosi,@guardian @NicolaKSDavis Gosh you khan lapdogs. If there is an emergency then why is Nightingale empty???? Investigative ability of a bloodhound with covid at the Graun.,,London,gosh khan lapdogs emergency nightingale empty investigative ability bloodhound graun,"['gosh', 'khan', 'lapdogs', 'emergency', 'nightingale', 'empty', 'investigative', 'ability', 'bloodhound', 'graun']","['gosh', 'khan', 'lapdog', 'emergency', 'nightingale', 'empty', 'investigative', 'ability', 'bloodhound', 'graun']",gosh khan lapdog emergency nightingale empty investigative ability bloodhound graun,"[('gosh', 'n'), ('khan', 'v'), ('lapdogs', 'a'), ('emergency', 'n'), ('nightingale', 'n'), ('empty', 'a'), ('investigative', 'a'), ('ability', 'n'), ('bloodhound', 'n'), ('graun', 'n')]",  gosh khan lapdogs emergency nightingale empty investigative ability bloodhound graun,0.0,-0.2732,-0.1,-1,0,-1
1210,2021-01-09,35801353,jimbolinos,"The idea of being 'over' Covid is weird. I'm basically fine, but pretty tired, and the other day my sinuses just closed up for the entire day.  M-I-L says it's the worst illness she's ever had, and she was a long, long way from being hospitalised in reality.",,London,idea weird basically fine pretty tired day sinuses closed entire day says worst illness ever long long way hospitalised reality,"['idea', 'weird', 'basically', 'fine', 'pretty', 'tired', 'day', 'sinuses', 'closed', 'entire', 'day', 'says', 'worst', 'illness', 'ever', 'long', 'long', 'way', 'hospitalised', 'reality']","['idea', 'weird', 'basically', 'fine', 'pretty', 'tired', 'day', 'sinus', 'closed', 'entire', 'day', 'say', 'worst', 'illness', 'ever', 'long', 'long', 'way', 'hospitalised', 'reality']",idea weird basically fine pretty tired day sinus closed entire day say worst illness ever long long way hospitalised reality,"[('idea', 'n'), ('weird', None), ('basically', 'r'), ('fine', 'a'), ('pretty', 'r'), ('tired', 'a'), ('day', 'n'), ('sinuses', 'n'), ('closed', 'v'), ('entire', 'a'), ('day', 'n'), ('says', 'v'), ('worst', 'a'), ('illness', 'n'), ('ever', 'r'), ('long', 'r'), ('long', 'a'), ('way', 'n'), ('hospitalised', 'v'), ('reality', 'n')]",  idea weird basically fine pretty tired day sinus close entire day say bad illness ever long long way hospitalise reality,0.5,-0.7003,-0.1291666666666666,-1,1,-1
1212,2021-01-09,242235183,qeensdale,I've signed the petition to @RobertJenrick demanding the government houses rough sleepers during the covid crisis. Will you add your name?  https://t.co/3tG1lfHzTm,,London,signed petition demanding government houses rough sleepers crisis add name,"['signed', 'petition', 'demanding', 'government', 'houses', 'rough', 'sleepers', 'crisis', 'add', 'name']","['signed', 'petition', 'demanding', 'government', 'house', 'rough', 'sleeper', 'crisis', 'add', 'name']",signed petition demanding government house rough sleeper crisis add name,"[('signed', 'v'), ('petition', 'n'), ('demanding', 'v'), ('government', 'n'), ('houses', 'n'), ('rough', None), ('sleepers', 'n'), ('crisis', 'n'), ('add', 'v'), ('name', 'n')]",  sign petition demand government house rough sleeper crisis add name,-0.375,-0.6808,-0.1,-1,-1,-1
1217,2021-01-09,20703347,ryan_colaco,@schwick6 The police out us more at risk of COVID-19 when they turn up. 🥴,,London,police risk turn wozy face,"['police', 'risk', 'turn', 'wozy', 'face']","['police', 'risk', 'turn', 'wozy', 'face']",police risk turn wozy face,"[('police', 'n'), ('risk', 'n'), ('turn', 'v'), ('wozy', 'a'), ('face', 'n')]",  police risk turn wozy face,-0.25,-0.2732,0.0,0,-1,-1
1218,2021-01-09,55066800,omlazo,Covid has taught us what global emergencies are. We are now better prepared to face the true challenge and the most devastating emergency of our history: we need to protect our environment now. #FaceTheClimateEmergency   https://t.co/72lqfO8rgP,,London,taught global emergencies better prepared face true challenge devastating emergency history need protect environment facetheclimatemergency,"['taught', 'global', 'emergencies', 'better', 'prepared', 'face', 'true', 'challenge', 'devastating', 'emergency', 'history', 'need', 'protect', 'environment', 'facetheclimatemergency']","['taught', 'global', 'emergency', 'better', 'prepared', 'face', 'true', 'challenge', 'devastating', 'emergency', 'history', 'need', 'protect', 'environment', 'facetheclimatemergency']",taught global emergency better prepared face true challenge devastating emergency history need protect environment facetheclimatemergency,"[('taught', 'n'), ('global', 'a'), ('emergencies', 'n'), ('better', 'r'), ('prepared', 'a'), ('face', 'n'), ('true', 'a'), ('challenge', 'n'), ('devastating', 'v'), ('emergency', 'n'), ('history', 'n'), ('need', 'v'), ('protect', 'a'), ('environment', 'n'), ('facetheclimatemergency', 'n')]",  taught global emergency well prepared face true challenge devastate emergency history need protect environment facetheclimatemergency,-0.125,-0.1531,0.175,1,-1,-1
1224,2021-01-09,260947903,parikiaki,"Cyprus reports one more death, 466 new coronavirus cases on Friday  https://t.co/z7wjMfGWCA #Cyprus #coronavirus #Cypruscoronavirus #covid19 #covid19cyprus #covid19tests #coronavirustests #Cyprusfacemasks #Cypruscoronavirus  https://t.co/6C21EHEo3r",,London,cyprus reports one death new cases friday cyprus cypruscoronavirus cyprus tests coronavirustests cyprusfacemasks cypruscoronavirus,"['cyprus', 'reports', 'one', 'death', 'new', 'cases', 'friday', 'cyprus', 'cypruscoronavirus', 'cyprus', 'tests', 'coronavirustests', 'cyprusfacemasks', 'cypruscoronavirus']","['cyprus', 'report', 'one', 'death', 'new', 'case', 'friday', 'cyprus', 'cypruscoronavirus', 'cyprus', 'test', 'coronavirustests', 'cyprusfacemasks', 'cypruscoronavirus']",cyprus report one death new case friday cyprus cypruscoronavirus cyprus test coronavirustests cyprusfacemasks cypruscoronavirus,"[('cyprus', 'n'), ('reports', 'n'), ('one', None), ('death', 'n'), ('new', 'a'), ('cases', 'n'), ('friday', 'a'), ('cyprus', 'v'), ('cypruscoronavirus', 'a'), ('cyprus', 'n'), ('tests', 'n'), ('coronavirustests', 'v'), ('cyprusfacemasks', 'n'), ('cypruscoronavirus', 'n')]",  cyprus report one death new case friday cyprus cypruscoronavirus cyprus test coronavirustests cyprusfacemasks cypruscoronavirus,0.5,-0.5994,0.1363636363636363,1,1,-1
1226,2021-01-09,276438742,dorothy737,@londoncouncils @ProfKevinFenton @Georgia_Gould @MayorofLondon The only thing wrong is lack of beds. How can hosp be struggling when Nightingale hospitals are being torn down. Ppl appear to have breathing props but lungs are clear. Its a symptom of covid. Lungs shld be xrayed before vent. Its not happening.,,London,thing wrong lack beds hosp struggling nightingale hospitals torn appear breathing props lungs clear symptom lungs shld xrayed vent not happening,"['thing', 'wrong', 'lack', 'beds', 'hosp', 'struggling', 'nightingale', 'hospitals', 'torn', 'appear', 'breathing', 'props', 'lungs', 'clear', 'symptom', 'lungs', 'shld', 'xrayed', 'vent', 'not', 'happening']","['thing', 'wrong', 'lack', 'bed', 'hosp', 'struggling', 'nightingale', 'hospital', 'torn', 'appear', 'breathing', 'prop', 'lung', 'clear', 'symptom', 'lung', 'shld', 'xrayed', 'vent', 'not', 'happening']",thing wrong lack bed hosp struggling nightingale hospital torn appear breathing prop lung clear symptom lung shld xrayed vent not happening,"[('thing', 'n'), ('wrong', 'a'), ('lack', 'n'), ('beds', 'n'), ('hosp', 'v'), ('struggling', 'v'), ('nightingale', 'a'), ('hospitals', 'n'), ('torn', 'v'), ('appear', None), ('breathing', 'v'), ('props', 'a'), ('lungs', 'n'), ('clear', 'a'), ('symptom', 'a'), ('lungs', 'n'), ('shld', 'v'), ('xrayed', 'v'), ('vent', 'n'), ('not', 'r'), ('happening', 'v')]",  thing wrong lack bed hosp struggle nightingale hospital tear appear breathe props lung clear symptom lung shld xrayed vent not happen,-0.5,-0.6249,-0.2,-1,-1,-1
1233,2021-01-09,4015241783,ftalondon,We’re constantly finding new ways to bring #industry into #business #learning   #qualifications alone do not equate to success. People are reviewing their lives during #COVID19 and finding new ways for a #WorkLifeBalance   Join us   @haringeycouncil @CllrGideonBull @LDN_economy  https://t.co/ZNzKxQ2fdc,,London,constantly finding new ways bring industry business learning qualifications alone not equate success people reviewing lives finding new ways worklifebalance join,"['constantly', 'finding', 'new', 'ways', 'bring', 'industry', 'business', 'learning', 'qualifications', 'alone', 'not', 'equate', 'success', 'people', 'reviewing', 'lives', 'finding', 'new', 'ways', 'worklifebalance', 'join']","['constantly', 'finding', 'new', 'way', 'bring', 'industry', 'business', 'learning', 'qualification', 'alone', 'not', 'equate', 'success', 'people', 'reviewing', 'life', 'finding', 'new', 'way', 'worklifebalance', 'join']",constantly finding new way bring industry business learning qualification alone not equate success people reviewing life finding new way worklifebalance join,"[('constantly', 'r'), ('finding', 'v'), ('new', 'a'), ('ways', 'n'), ('bring', 'v'), ('industry', 'n'), ('business', 'n'), ('learning', 'v'), ('qualifications', 'n'), ('alone', 'r'), ('not', 'r'), ('equate', 'a'), ('success', 'n'), ('people', 'n'), ('reviewing', 'v'), ('lives', 'n'), ('finding', 'v'), ('new', 'a'), ('ways', 'n'), ('worklifebalance', 'n'), ('join', 'n')]",  constantly find new way bring industry business learn qualification alone not equate success people review life find new way worklifebalance join,0.125,-0.4211,0.1431818181818182,1,1,-1
1237,2021-01-09,30189374,miket_personal,"@YourService_Sir @annarayner2020 @rxbcxe @covid I think it’s quite complicated as with comorbidities and knock on effects, COVID is a factor but hard to say if it’s the primary cause. Ultimately excess deaths will be a better measure.  Keep an eye on  https://t.co/Dky0YgEhBy and   https://t.co/Dky0YgEhBy",,London,think quite complicated comorbidities knock effects factor hard say primary cause ultimately excess deaths better measure keep eye,"['think', 'quite', 'complicated', 'comorbidities', 'knock', 'effects', 'factor', 'hard', 'say', 'primary', 'cause', 'ultimately', 'excess', 'deaths', 'better', 'measure', 'keep', 'eye']","['think', 'quite', 'complicated', 'comorbidities', 'knock', 'effect', 'factor', 'hard', 'say', 'primary', 'cause', 'ultimately', 'excess', 'death', 'better', 'measure', 'keep', 'eye']",think quite complicated comorbidities knock effect factor hard say primary cause ultimately excess death better measure keep eye,"[('think', 'v'), ('quite', 'r'), ('complicated', 'v'), ('comorbidities', 'n'), ('knock', 'v'), ('effects', 'n'), ('factor', 'a'), ('hard', 'a'), ('say', 'v'), ('primary', 'a'), ('cause', 'n'), ('ultimately', 'r'), ('excess', 'a'), ('deaths', 'n'), ('better', 'r'), ('measure', 'n'), ('keep', 'v'), ('eye', 'n')]",  think quite complicate comorbidities knock effect factor hard say primary cause ultimately excess death well measure keep eye,-1.25,-0.4939,0.0361111111111111,1,-1,-1
1241,2021-01-09,276438742,dorothy737,@DHSCgovuk @BorisJohnson @CMO_England Its the lack of beds not Covid that the prob is they dont have any. Where are theNightingale hosps supposed to be for this purpose being demolished.,,London,lack beds not prob dont thenightingale hosps supposed purpose demolished,"['lack', 'beds', 'not', 'prob', 'dont', 'thenightingale', 'hosps', 'supposed', 'purpose', 'demolished']","['lack', 'bed', 'not', 'prob', 'dont', 'thenightingale', 'hosps', 'supposed', 'purpose', 'demolished']",lack bed not prob dont thenightingale hosps supposed purpose demolished,"[('lack', 'n'), ('beds', 'v'), ('not', 'r'), ('prob', 'a'), ('dont', 'a'), ('thenightingale', 'n'), ('hosps', 'n'), ('supposed', 'v'), ('purpose', 'r'), ('demolished', 'v')]",  lack bed not prob dont thenightingale hosps suppose purpose demolish,-0.75,-0.3182,0.0,0,-1,-1
1243,2021-01-09,20703347,ryan_colaco,This may sound controversial but people need to stop having children during this COVID-19 pandemic when they don't even know for certain their financial situation once they get out of this.  Don't gamble with the future of a child that does not even exist yet.,,London,may sound controversial people need stop children not even know certain financial situation get not gamble future child not even exist yet,"['may', 'sound', 'controversial', 'people', 'need', 'stop', 'children', 'not', 'even', 'know', 'certain', 'financial', 'situation', 'get', 'not', 'gamble', 'future', 'child', 'not', 'even', 'exist', 'yet']","['may', 'sound', 'controversial', 'people', 'need', 'stop', 'child', 'not', 'even', 'know', 'certain', 'financial', 'situation', 'get', 'not', 'gamble', 'future', 'child', 'not', 'even', 'exist', 'yet']",may sound controversial people need stop child not even know certain financial situation get not gamble future child not even exist yet,"[('may', None), ('sound', 'v'), ('controversial', 'a'), ('people', 'n'), ('need', 'v'), ('stop', 'a'), ('children', 'n'), ('not', 'r'), ('even', 'r'), ('know', 'v'), ('certain', 'a'), ('financial', 'a'), ('situation', 'n'), ('get', 'n'), ('not', 'r'), ('gamble', 'a'), ('future', 'n'), ('child', 'n'), ('not', 'r'), ('even', 'r'), ('exist', 'v'), ('yet', 'r')]",  may sound controversial people need stop child not even know certain financial situation get not gamble future child not even exist yet,-1.0,-0.5878,0.2328571428571428,1,-1,-1
1244,2021-01-09,24750551,rob179m,@BorisJohnson @MattHancock @piersmorgan 49 hrs and still waiting for a basic covid test result back from Kingston upon Thames drive in test centre. Still not good enough as other half (also waiting) is a pharmacist technician and waiting to go back to work 😡 needs to be quicker!,,London,hrs still waiting basic test result back kingston upon thames drive test centre still not good enough half also waiting pharmacist technician waiting back work enraged face needs quicker,"['hrs', 'still', 'waiting', 'basic', 'test', 'result', 'back', 'kingston', 'upon', 'thames', 'drive', 'test', 'centre', 'still', 'not', 'good', 'enough', 'half', 'also', 'waiting', 'pharmacist', 'technician', 'waiting', 'back', 'work', 'enraged', 'face', 'needs', 'quicker']","['hr', 'still', 'waiting', 'basic', 'test', 'result', 'back', 'kingston', 'upon', 'thames', 'drive', 'test', 'centre', 'still', 'not', 'good', 'enough', 'half', 'also', 'waiting', 'pharmacist', 'technician', 'waiting', 'back', 'work', 'enraged', 'face', 'need', 'quicker']",hr still waiting basic test result back kingston upon thames drive test centre still not good enough half also waiting pharmacist technician waiting back work enraged face need quicker,"[('hrs', 'n'), ('still', 'r'), ('waiting', 'v'), ('basic', 'a'), ('test', 'n'), ('result', 'n'), ('back', 'r'), ('kingston', 'n'), ('upon', None), ('thames', 'n'), ('drive', 'a'), ('test', 'n'), ('centre', 'n'), ('still', 'r'), ('not', 'r'), ('good', 'a'), ('enough', 'r'), ('half', 'n'), ('also', 'r'), ('waiting', 'v'), ('pharmacist', 'a'), ('technician', 'a'), ('waiting', 'v'), ('back', 'r'), ('work', 'n'), ('enraged', 'v'), ('face', 'n'), ('needs', 'n'), ('quicker', 'n')]",  hr still wait basic test result back kingston upon thames drive test centre still not good enough half also wait pharmacist technician wait back work enrage face need quicker,-0.5,-0.7189,-0.0861111111111111,-1,-1,-1
1245,2021-01-09,4691567496,xmols_,to say corona is a hoax with no facts is acc BIG rude .. people have lost family members + you want to do up conspiracy theories? however it was created .. it’s still real + thriving in these streetzzz,,London,say corona hoax no facts acc big rude people lost family members want conspiracy theories however created still real thriving stretz,"['say', 'corona', 'hoax', 'no', 'facts', 'acc', 'big', 'rude', 'people', 'lost', 'family', 'members', 'want', 'conspiracy', 'theories', 'however', 'created', 'still', 'real', 'thriving', 'stretz']","['say', 'corona', 'hoax', 'no', 'fact', 'acc', 'big', 'rude', 'people', 'lost', 'family', 'member', 'want', 'conspiracy', 'theory', 'however', 'created', 'still', 'real', 'thriving', 'stretz']",say corona hoax no fact acc big rude people lost family member want conspiracy theory however created still real thriving stretz,"[('say', 'v'), ('corona', 'n'), ('hoax', 'a'), ('no', None), ('facts', 'n'), ('acc', 'r'), ('big', 'a'), ('rude', 'n'), ('people', 'n'), ('lost', 'v'), ('family', 'n'), ('members', 'n'), ('want', 'v'), ('conspiracy', 'n'), ('theories', 'n'), ('however', 'r'), ('created', 'v'), ('still', 'r'), ('real', 'a'), ('thriving', 'n'), ('stretz', 'n')]",  say corona hoax no fact acc big rude people lose family member want conspiracy theory however create still real thriving stretz,-0.625,-0.875,-0.0333333333333333,-1,-1,-1
1246,2021-01-09,27058456,simonwoodgate,@LiamThorpECHO Yes it's bizarre. My ex wife working on a 29-patient covid ward tells me yesterday alone they had 4 deaths. I know who I believe.,,London,yes bizarre wife working patient ward tells yesterday alone deaths know believe,"['yes', 'bizarre', 'wife', 'working', 'patient', 'ward', 'tells', 'yesterday', 'alone', 'deaths', 'know', 'believe']","['yes', 'bizarre', 'wife', 'working', 'patient', 'ward', 'tell', 'yesterday', 'alone', 'death', 'know', 'believe']",yes bizarre wife working patient ward tell yesterday alone death know believe,"[('yes', 'r'), ('bizarre', 'a'), ('wife', 'n'), ('working', 'v'), ('patient', 'a'), ('ward', 'n'), ('tells', 'n'), ('yesterday', 'n'), ('alone', 'r'), ('deaths', 'n'), ('know', 'v'), ('believe', 'v')]",  yes bizarre wife work patient ward tell yesterday alone death know believe,0.125,-0.6705,0.4,1,1,-1
1252,2021-01-09,1022326007024574464,insidemillhill,"Reported by @MPSHaleSX  There is a scam circulating which starts with a text &amp; advises the user that they are eligible to apply for the vaccine &amp; to click on the link in the text message.  The user is then led to a webpage, which looks very convincing .#COVID19  https://t.co/HxITDoK5SN",,London,reported scam circulating starts text advises user eligible apply click link text message user led webpage looks convincing,"['reported', 'scam', 'circulating', 'starts', 'text', 'advises', 'user', 'eligible', 'apply', 'click', 'link', 'text', 'message', 'user', 'led', 'webpage', 'looks', 'convincing']","['reported', 'scam', 'circulating', 'start', 'text', 'advises', 'user', 'eligible', 'apply', 'click', 'link', 'text', 'message', 'user', 'led', 'webpage', 'look', 'convincing']",reported scam circulating start text advises user eligible apply click link text message user led webpage look convincing,"[('reported', 'v'), ('scam', 'a'), ('circulating', 'n'), ('starts', 'v'), ('text', 'n'), ('advises', 'v'), ('user', 'r'), ('eligible', 'a'), ('apply', 'n'), ('click', 'n'), ('link', 'n'), ('text', 'a'), ('message', 'n'), ('user', 'n'), ('led', 'v'), ('webpage', 'n'), ('looks', 'v'), ('convincing', 'v')]",  report scam circulating start text advise user eligible apply click link text message user lead webpage look convince,0.625,-0.4019,0.0,0,1,-1
1253,2021-01-09,3023249458,peckham65grant,@HollyJo71543420 @scratchscrotum @NicolaSturgeon I bet that is canceled on the 16th using Covid as an excuse,,London,bet canceled using excuse,"['bet', 'canceled', 'using', 'excuse']","['bet', 'canceled', 'using', 'excuse']",bet canceled using excuse,"[('bet', 'n'), ('canceled', 'v'), ('using', 'v'), ('excuse', 'n')]",  bet cancel use excuse,-0.25,-0.1779,-0.05,-1,-1,-1
1254,2021-01-09,61040140,pigovian,I've signed the petition to @RobertJenrick demanding the government houses rough sleepers during the covid crisis. Will you add your name?  https://t.co/GKyY2djxUT,,London,signed petition demanding government houses rough sleepers crisis add name,"['signed', 'petition', 'demanding', 'government', 'houses', 'rough', 'sleepers', 'crisis', 'add', 'name']","['signed', 'petition', 'demanding', 'government', 'house', 'rough', 'sleeper', 'crisis', 'add', 'name']",signed petition demanding government house rough sleeper crisis add name,"[('signed', 'v'), ('petition', 'n'), ('demanding', 'v'), ('government', 'n'), ('houses', 'n'), ('rough', None), ('sleepers', 'n'), ('crisis', 'n'), ('add', 'v'), ('name', 'n')]",  sign petition demand government house rough sleeper crisis add name,-0.375,-0.6808,-0.1,-1,-1,-1
1255,2021-01-09,289550957,missjennybird,"@totoroinatree I'm so sorry you're going through this. I can't even begin to imagine how exhausted you must be, caring for your husband &amp; child &amp; all the time, suffering yourself. Excuse my ignorance, but why is it so difficult to get a COVID test where you live in Sweden?",,London,sorry going not even begin imagine exhausted must caring husband child time suffering excuse ignorance difficult get test live sweden,"['sorry', 'going', 'not', 'even', 'begin', 'imagine', 'exhausted', 'must', 'caring', 'husband', 'child', 'time', 'suffering', 'excuse', 'ignorance', 'difficult', 'get', 'test', 'live', 'sweden']","['sorry', 'going', 'not', 'even', 'begin', 'imagine', 'exhausted', 'must', 'caring', 'husband', 'child', 'time', 'suffering', 'excuse', 'ignorance', 'difficult', 'get', 'test', 'live', 'sweden']",sorry going not even begin imagine exhausted must caring husband child time suffering excuse ignorance difficult get test live sweden,"[('sorry', 'n'), ('going', 'v'), ('not', 'r'), ('even', 'r'), ('begin', 'v'), ('imagine', 'n'), ('exhausted', 'v'), ('must', None), ('caring', 'v'), ('husband', 'v'), ('child', 'a'), ('time', 'n'), ('suffering', 'v'), ('excuse', 'n'), ('ignorance', 'n'), ('difficult', 'a'), ('get', 'v'), ('test', 'a'), ('live', 'a'), ('sweden', 'n')]",  sorry go not even begin imagine exhaust must care husband child time suffer excuse ignorance difficult get test live sweden,-0.375,-0.7579,-0.2284090909090909,-1,-1,-1
1256,2021-01-09,115123902,britishheralduk,Vulnerable people should be given priority over athletes for COVID shots: Wiebe  https://t.co/f7JEb8vvkT,"{'type': 'Point', 'coordinates': [51.50538967, -0.12485951]}",London,vulnerable people given priority athletes shots wiebe,"['vulnerable', 'people', 'given', 'priority', 'athletes', 'shots', 'wiebe']","['vulnerable', 'people', 'given', 'priority', 'athlete', 'shot', 'wiebe']",vulnerable people given priority athlete shot wiebe,"[('vulnerable', 'a'), ('people', 'n'), ('given', 'v'), ('priority', 'n'), ('athletes', 'v'), ('shots', 'n'), ('wiebe', 'n')]",  vulnerable people give priority athletes shot wiebe,-0.25,-0.2263,-0.5,-1,-1,-1
1260,2021-01-09,349799433,yvonnedodd10,I've signed the petition to @RobertJenrick demanding the government houses rough sleepers during the covid crisis. Will you add your name?  https://t.co/eP5oJTCPRX,,London,signed petition demanding government houses rough sleepers crisis add name,"['signed', 'petition', 'demanding', 'government', 'houses', 'rough', 'sleepers', 'crisis', 'add', 'name']","['signed', 'petition', 'demanding', 'government', 'house', 'rough', 'sleeper', 'crisis', 'add', 'name']",signed petition demanding government house rough sleeper crisis add name,"[('signed', 'v'), ('petition', 'n'), ('demanding', 'v'), ('government', 'n'), ('houses', 'n'), ('rough', None), ('sleepers', 'n'), ('crisis', 'n'), ('add', 'v'), ('name', 'n')]",  sign petition demand government house rough sleeper crisis add name,-0.375,-0.6808,-0.1,-1,-1,-1
1262,2021-01-09,365179472,ghmbellenes,I've signed the petition to @RobertJenrick demanding the government houses rough sleepers during the covid crisis. Will you add your name?  https://t.co/iinM97Vtrw,,London,signed petition demanding government houses rough sleepers crisis add name,"['signed', 'petition', 'demanding', 'government', 'houses', 'rough', 'sleepers', 'crisis', 'add', 'name']","['signed', 'petition', 'demanding', 'government', 'house', 'rough', 'sleeper', 'crisis', 'add', 'name']",signed petition demanding government house rough sleeper crisis add name,"[('signed', 'v'), ('petition', 'n'), ('demanding', 'v'), ('government', 'n'), ('houses', 'n'), ('rough', None), ('sleepers', 'n'), ('crisis', 'n'), ('add', 'v'), ('name', 'n')]",  sign petition demand government house rough sleeper crisis add name,-0.375,-0.6808,-0.1,-1,-1,-1
1264,2021-01-09,204831946,jennylee_salon,I've signed the petition to @RobertJenrick demanding the government houses rough sleepers during the covid crisis. Will you add your name?  https://t.co/92ZrGtyKJW,,London,signed petition demanding government houses rough sleepers crisis add name,"['signed', 'petition', 'demanding', 'government', 'houses', 'rough', 'sleepers', 'crisis', 'add', 'name']","['signed', 'petition', 'demanding', 'government', 'house', 'rough', 'sleeper', 'crisis', 'add', 'name']",signed petition demanding government house rough sleeper crisis add name,"[('signed', 'v'), ('petition', 'n'), ('demanding', 'v'), ('government', 'n'), ('houses', 'n'), ('rough', None), ('sleepers', 'n'), ('crisis', 'n'), ('add', 'v'), ('name', 'n')]",  sign petition demand government house rough sleeper crisis add name,-0.375,-0.6808,-0.1,-1,-1,-1
